NOME,ANO,PONTO_VIRADA,FASE,TURMA,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,IDADE
ALUNO-437,2020,0,1,C,Ametista,7.81,10.0,8.5,7.5,5.5,7.92,7.33,10.0,9.0
ALUNO-439,2020,0,4,L,Quartzo,4.93,9.58,3.6,7.5,0.0,7.92,6.06,5.0,15.0
ALUNO-441,2020,0,2,J,Ametista,7.6,9.5,7.4,6.25,8.5,5.0,6.72,10.0,11.0
ALUNO-442,2020,0,0,F,Ametista,8.22,8.5,10.0,7.5,9.5,7.5,7.33,5.0,9.0
ALUNO-443,2020,0,2,P,Ametista,7.67,8.5,9.7,7.5,6.0,8.75,7.78,5.0,12.0
ALUNO-445,2020,0,1,M,Ágata,6.66,9.0,6.3,7.5,4.75,7.19,7.92,5.0,11.0
ALUNO-447,2020,0,0,G,Ágata,7.0,8.5,10.0,5.0,9.5,2.5,5.0,5.0,10.0
ALUNO-448,2020,0,2,R,Ametista,7.51,9.5,8.9,9.38,1.5,8.54,8.44,10.0,11.0
ALUNO-449,2020,0,1,N,Topázio,8.75,9.5,9.2,7.5,10.0,7.5,7.28,10.0,9.0
ALUNO-450,2020,0,4,E,Ágata,6.96,7.92,6.4,7.5,6.67,8.44,7.29,5.0,15.0
ALUNO-451,2020,0,1,E,Ametista,7.32,9.0,8.0,6.25,4.5,7.08,7.94,10.0,9.0
ALUNO-453,2020,0,1,G,Quartzo,5.68,8.5,6.1,7.5,0.0,8.12,7.75,5.0,10.0
ALUNO-455,2020,1,2,F,Topázio,8.59,9.5,9.3,7.5,7.0,7.71,9.28,10.0,9.0
ALUNO-457,2020,0,1,J,Quartzo,5.91,8.0,7.1,5.62,0.0,5.62,7.83,10.0,7.0
ALUNO-458,2020,0,1,C,Quartzo,5.54,8.5,6.2,7.5,0.0,7.29,7.33,5.0,10.0
ALUNO-459,2020,0,5,L,Quartzo,5.94,6.67,6.9,3.12,3.67,8.12,7.67,5.0,17.0
ALUNO-460,2020,1,5,G,Ametista,8.11,9.58,9.0,4.38,6.33,8.59,8.96,10.0,15.0
ALUNO-462,2020,0,5,B,Ágata,7.25,7.92,8.2,7.5,6.0,8.33,7.67,5.0,16.0
ALUNO-463,2020,0,3,L,Ametista,8.29,8.75,9.7,5.0,8.0,8.59,7.58,10.0,12.0
ALUNO-464,2020,0,4,B,Ágata,6.84,9.58,8.4,7.5,0.0,8.75,7.89,10.0,14.0
ALUNO-466,2020,0,6,A,Quartzo,5.78,0.0,6.5,6.25,5.17,7.66,7.79,5.0,17.0
ALUNO-467,2020,0,2,M,Ágata,6.62,9.5,7.5,6.88,3.75,7.19,7.58,5.0,13.0
ALUNO-468,2020,0,1,N,Ametista,7.43,9.5,7.5,5.0,9.0,6.88,7.44,5.0,10.0
ALUNO-469,2020,0,3,A,Ametista,8.35,8.75,9.1,6.88,8.0,7.81,7.92,10.0,12.0
ALUNO-472,2020,0,1,K,Ametista,8.22,9.0,8.9,7.5,9.5,7.71,8.11,5.0,10.0
ALUNO-473,2020,0,1,E,Ametista,7.81,9.5,7.7,6.88,10.0,6.88,7.22,5.0,10.0
ALUNO-474,2020,0,1,H,Ametista,8.03,9.5,8.3,7.5,9.5,7.29,7.72,5.0,10.0
ALUNO-476,2020,0,7,B,Ametista,8.1,8.33,9.1,6.25,7.17,7.81,8.04,10.0,17.0
ALUNO-477,2020,0,2,L,Quartzo,5.79,9.0,5.9,5.0,2.75,7.5,7.06,5.0,12.0
ALUNO-478,2020,0,2,G,Ágata,6.58,9.5,9.3,7.5,2.0,7.29,6.94,5.0,14.0
ALUNO-482,2020,0,2,E,Ametista,8.34,10.0,9.6,7.5,8.0,9.17,8.28,5.0,12.0
ALUNO-483,2020,0,2,E,Ametista,8.37,9.5,9.6,5.0,8.0,7.71,8.17,10.0,11.0
ALUNO-484,2020,0,8,A,Quartzo,5.7,9.58,0.0,3.12,7.8,0.0,0.0,10.0,18.0
ALUNO-486,2020,0,2,B,Quartzo,5.86,9.0,9.0,5.0,0.5,5.62,7.5,5.0,12.0
ALUNO-487,2020,0,0,G,Topázio,8.78,9.5,10.0,7.5,10.0,7.81,6.5,10.0,8.0
ALUNO-488,2020,0,3,R,Ágata,6.51,10.0,4.2,6.88,5.67,7.29,5.61,10.0,13.0
ALUNO-490,2020,0,3,B,Ametista,8.0,9.58,8.5,6.88,8.67,7.66,8.29,5.0,14.0
ALUNO-491,2020,0,1,F,Ágata,6.66,8.5,2.3,7.5,10.0,7.19,6.92,5.0,10.0
ALUNO-492,2020,0,7,A,Ametista,7.6,6.67,8.1,7.5,5.83,7.66,8.17,10.0,17.0
ALUNO-495,2020,0,8,A,Ametista,8.65,7.92,10.0,7.5,8.4,0.0,0.0,10.0,19.0
ALUNO-496,2020,0,3,B,Topázio,8.69,10.0,9.5,7.5,7.67,7.97,8.54,10.0,11.0
ALUNO-499,2020,0,1,B,Ametista,8.31,9.5,8.7,10.0,9.0,7.19,8.0,5.0,11.0
ALUNO-500,2020,0,6,A,Ametista,7.77,9.17,8.5,7.5,4.83,7.97,8.21,10.0,16.0
ALUNO-502,2020,0,4,L,Ametista,8.18,8.75,8.5,7.5,6.67,8.54,8.33,10.0,13.0
ALUNO-503,2020,0,0,B,Ágata,7.23,9.0,10.0,7.5,5.75,2.5,5.92,10.0,8.0
ALUNO-506,2020,0,0,A,Topázio,8.78,8.5,10.0,7.5,10.0,7.5,7.17,10.0,7.0
ALUNO-507,2020,0,3,E,Ametista,8.01,9.58,8.8,5.0,7.67,8.12,7.22,10.0,13.0
ALUNO-509,2020,1,7,A,Ametista,8.22,7.92,9.5,7.5,6.33,7.66,8.71,10.0,17.0
ALUNO-512,2020,1,3,C,Ametista,8.3,8.75,10.0,4.38,8.33,9.79,9.22,5.0,14.0
ALUNO-513,2020,0,1,G,Topázio,8.73,7.42,9.4,7.5,10.0,8.12,7.75,10.0,9.0
ALUNO-515,2020,0,5,G,Ametista,7.52,6.67,9.1,6.88,6.33,7.97,6.42,10.0,14.0
ALUNO-517,2020,0,5,B,Ágata,6.95,9.17,3.1,7.5,6.33,8.33,7.83,10.0,15.0
ALUNO-518,2020,0,6,A,Ametista,8.32,8.75,9.2,7.5,7.33,7.97,7.96,10.0,16.0
ALUNO-520,2020,1,2,N,Ametista,8.17,7.42,9.6,6.25,6.0,8.75,9.06,10.0,10.0
ALUNO-521,2020,0,1,E,Topázio,8.65,8.5,8.5,10.0,10.0,8.75,8.61,5.0,10.0
ALUNO-522,2020,0,1,A,Ametista,7.5,8.5,9.3,7.5,6.5,7.19,7.58,5.0,11.0
ALUNO-524,2020,0,0,F,Ametista,8.36,9.0,10.0,7.5,9.5,8.12,7.5,5.0,9.0
ALUNO-527,2020,1,5,F,Ametista,7.9,9.17,8.5,6.88,6.67,8.91,9.38,5.0,16.0
ALUNO-530,2020,0,1,M,Quartzo,5.05,9.0,3.3,7.5,0.0,7.19,7.58,5.0,10.0
ALUNO-531,2020,1,4,A,Ametista,7.58,8.33,9.8,7.5,5.0,7.92,8.72,5.0,16.0
ALUNO-533,2020,0,2,C,Quartzo,5.64,9.5,6.7,6.88,0.0,7.92,6.83,5.0,13.0
ALUNO-534,2020,0,0,H,Ametista,8.31,9.0,10.0,6.25,10.0,7.81,7.5,5.0,11.0
ALUNO-535,2020,0,1,M,Ágata,6.96,9.0,8.5,5.62,7.5,5.62,7.42,2.5,14.0
ALUNO-540,2020,0,1,G,Ametista,7.48,8.5,8.1,7.5,7.0,8.12,7.75,5.0,12.0
ALUNO-541,2020,1,3,F,Topázio,9.1,9.17,9.9,6.88,9.67,7.92,8.94,10.0,13.0
ALUNO-544,2020,0,2,R,Ágata,6.71,9.5,7.6,3.75,5.5,7.5,7.56,5.0,12.0
ALUNO-545,2020,0,1,J,Ágata,6.74,8.5,6.9,7.5,5.0,7.29,7.67,5.0,10.0
ALUNO-546,2020,0,5,L,Quartzo,4.93,8.33,5.4,3.12,4.67,5.42,4.89,2.5,18.0
ALUNO-547,2020,0,4,L,Ágata,7.28,8.33,6.6,5.0,6.0,8.33,7.94,10.0,14.0
ALUNO-549,2020,0,3,M,Quartzo,4.58,7.5,1.7,4.38,0.0,7.97,6.29,10.0,13.0
ALUNO-552,2020,0,2,P,Quartzo,5.73,0.0,8.7,6.88,3.0,7.92,7.06,5.0,12.0
ALUNO-555,2020,0,1,J,Ametista,7.82,8.5,9.5,7.5,7.5,7.5,7.83,5.0,10.0
ALUNO-557,2020,0,2,M,Ametista,7.7,9.5,8.5,6.25,7.5,8.44,7.92,5.0,12.0
ALUNO-559,2020,0,2,H,Quartzo,5.87,8.5,4.3,7.5,4.0,6.56,7.25,5.0,12.0
ALUNO-560,2020,0,1,N,Ágata,6.86,8.92,5.3,7.5,7.5,6.88,7.33,5.0,10.0
ALUNO-561,2020,0,3,F,Quartzo,6.01,7.5,5.5,7.5,1.17,8.12,6.83,10.0,13.0
ALUNO-562,2020,0,2,L,Ametista,8.36,8.0,9.7,7.5,6.25,9.17,8.5,10.0,9.0
ALUNO-564,2020,0,3,A,Ametista,7.29,9.58,4.0,5.0,9.0,7.97,7.17,10.0,13.0
ALUNO-568,2020,0,3,F,Ametista,7.72,8.33,9.7,7.5,7.33,8.12,7.11,5.0,15.0
ALUNO-569,2020,1,0,B,Topázio,9.23,9.5,10.0,7.5,10.0,7.5,8.92,10.0,8.0
ALUNO-570,2020,0,1,R,Ametista,7.68,9.0,6.3,7.5,10.0,7.5,7.61,5.0,11.0
ALUNO-574,2020,0,5,G,Ametista,7.64,9.58,8.4,6.88,7.67,8.12,7.33,5.0,16.0
ALUNO-577,2020,0,1,K,Quartzo,5.3,7.5,5.0,7.5,0.0,7.29,7.83,5.0,10.0
ALUNO-579,2020,1,2,H,Ametista,7.84,9.0,8.5,6.25,6.5,5.0,9.08,10.0,10.0
ALUNO-581,2020,0,4,B,Quartzo,4.74,8.75,1.9,7.5,0.0,7.92,7.22,5.0,16.0
ALUNO-583,2020,0,4,E,Ametista,7.42,7.08,6.2,6.88,7.67,7.97,7.29,10.0,14.0
ALUNO-585,2020,0,1,E,Ágata,6.52,9.0,8.0,4.38,6.0,5.21,8.06,2.5,15.0
ALUNO-586,2020,0,1,K,Ametista,7.98,8.5,8.1,7.5,10.0,7.29,7.67,5.0,10.0
ALUNO-588,2020,0,0,E,Topázio,8.66,10.0,10.0,7.5,7.5,7.81,8.17,10.0,8.0
ALUNO-589,2020,0,1,J,Ametista,7.39,8.42,8.3,7.5,8.0,5.42,7.5,5.0,11.0
ALUNO-594,2020,0,1,K,Ametista,7.97,9.0,8.8,6.88,9.0,7.29,7.94,5.0,11.0
ALUNO-597,2020,0,7,B,Quartzo,5.84,6.25,3.7,5.62,5.5,5.78,6.17,10.0,17.0
ALUNO-598,2020,0,4,E,Quartzo,6.03,9.58,7.0,7.5,1.67,7.19,6.83,5.0,16.0
ALUNO-599,2020,0,8,A,Ágata,6.57,7.92,0.0,6.88,8.5,0.0,0.0,10.0,18.0
ALUNO-601,2020,0,6,B,Quartzo,5.28,0.0,5.1,6.88,2.67,7.34,6.54,10.0,16.0
ALUNO-602,2020,0,0,D,Ágata,6.2,3.5,9.4,4.38,8.0,7.81,3.25,5.0,11.0
ALUNO-603,2020,0,1,R,Quartzo,6.07,6.33,8.1,5.0,3.0,6.04,8.06,5.0,13.0
ALUNO-604,2020,0,7,B,Ametista,8.47,8.75,9.7,7.5,7.33,7.97,8.21,10.0,17.0
ALUNO-605,2020,0,2,E,Ametista,7.34,9.0,7.1,7.5,8.0,7.5,7.11,5.0,13.0
ALUNO-606,2020,0,5,F,Ametista,7.56,9.17,9.6,6.25,6.67,7.03,7.79,5.0,17.0
ALUNO-608,2020,0,4,A,Ametista,7.58,7.92,6.3,6.88,7.0,8.75,7.83,10.0,14.0
ALUNO-609,2020,0,8,A,Ágata,6.57,8.75,0.0,6.88,8.3,0.0,0.0,10.0,18.0
ALUNO-611,2020,0,7,A,Ametista,7.46,9.17,8.5,5.62,5.67,7.03,7.21,10.0,17.0
ALUNO-613,2020,0,1,J,Ágata,6.56,9.5,8.4,5.0,4.0,5.42,7.94,5.0,11.0
ALUNO-614,2020,0,6,B,Quartzo,5.5,0.0,3.0,6.88,5.33,7.5,7.0,10.0,16.0
ALUNO-615,2020,1,0,B,Topázio,9.62,9.0,10.0,7.5,10.0,10.0,9.83,10.0,8.0
ALUNO-616,2020,0,7,B,Ametista,7.75,10.0,8.7,7.5,6.0,8.75,8.42,5.0,18.0
ALUNO-618,2020,0,2,G,Quartzo,4.52,9.5,4.0,4.38,0.0,6.67,7.06,2.5,16.0
ALUNO-619,2020,0,2,N,Ametista,7.74,9.0,9.7,7.5,4.5,7.29,7.61,10.0,10.0
ALUNO-622,2020,0,3,H,Ágata,6.49,10.0,4.2,7.5,5.33,7.08,5.61,10.0,12.0
ALUNO-624,2020,0,3,H,Quartzo,5.23,7.5,3.4,2.5,6.67,6.25,5.44,5.0,15.0
ALUNO-625,2020,0,1,F,Quartzo,5.79,8.5,7.3,6.25,0.0,7.5,8.0,5.0,12.0
ALUNO-626,2020,0,3,M,Ágata,7.05,7.92,6.0,7.5,5.67,7.66,7.04,10.0,13.0
ALUNO-629,2020,0,8,A,Ágata,7.02,9.17,0.0,7.5,9.0,0.0,0.0,10.0,19.0
ALUNO-630,2020,0,8,A,Ágata,6.89,8.75,0.0,6.88,9.1,0.0,0.0,10.0,18.0
ALUNO-631,2020,0,2,R,Ágata,6.28,9.5,8.5,3.12,3.5,6.04,7.56,5.0,12.0
ALUNO-634,2020,0,1,D,Ágata,6.15,6.92,7.1,4.38,7.5,2.81,6.58,5.0,12.0
ALUNO-635,2020,0,5,G,Quartzo,6.0,6.25,6.7,4.38,4.33,7.19,5.08,10.0,15.0
ALUNO-636,2020,0,5,A,Quartzo,5.71,7.08,3.7,7.5,6.0,6.88,5.61,5.0,16.0
ALUNO-638,2020,0,1,G,Ágata,6.91,9.0,9.2,5.0,8.5,2.5,6.08,5.0,13.0
ALUNO-639,2020,0,2,F,Quartzo,6.07,7.92,5.7,7.5,1.5,7.08,6.89,10.0,11.0
ALUNO-640,2020,0,7,B,Ágata,7.16,8.33,8.0,7.5,4.67,8.59,8.42,5.0,18.0
ALUNO-642,2020,0,1,N,Ametista,8.0,7.5,6.7,7.5,10.0,7.08,7.28,10.0,9.0
ALUNO-644,2020,1,1,B,Topázio,8.63,9.5,8.6,8.75,10.0,7.81,9.0,5.0,10.0
ALUNO-645,2020,0,0,A,Topázio,8.6,9.0,10.0,7.5,9.5,7.5,6.5,10.0,8.0
ALUNO-646,2020,0,2,D,Ametista,7.81,8.0,8.4,7.5,8.5,5.31,6.75,10.0,11.0
ALUNO-647,2020,0,1,R,Ágata,7.2,8.5,8.2,5.0,7.5,6.67,7.72,5.0,11.0
ALUNO-648,2020,0,3,H,Ágata,6.57,7.92,6.2,7.5,5.0,6.88,5.5,10.0,12.0
ALUNO-655,2020,0,1,R,Ametista,8.47,8.5,9.4,7.5,9.0,6.46,7.72,10.0,8.0
ALUNO-657,2020,0,2,P,Topázio,8.78,9.0,9.6,7.5,8.5,8.96,8.06,10.0,11.0
ALUNO-659,2020,0,3,B,Quartzo,5.83,7.92,5.7,7.5,0.0,7.34,7.08,10.0,11.0
ALUNO-661,2020,0,7,B,Ametista,8.26,9.17,9.1,7.5,7.0,7.5,8.12,10.0,17.0
ALUNO-663,2020,0,1,D,Ametista,7.38,9.0,8.5,6.25,9.0,4.69,6.92,5.0,10.0
ALUNO-664,2020,1,4,A,Topázio,9.22,9.58,10.0,10.0,9.33,9.17,9.89,5.0,15.0
ALUNO-666,2020,0,7,A,Quartzo,3.83,5.83,0.4,7.5,0.0,4.84,4.67,10.0,17.0
ALUNO-668,2020,0,1,K,Ametista,7.73,9.0,7.1,7.5,9.0,7.92,7.83,5.0,10.0
ALUNO-670,2020,1,5,A,Ametista,8.2,8.75,7.5,9.38,8.0,9.17,9.33,5.0,16.0
ALUNO-671,2020,0,1,E,Ametista,7.56,8.5,6.0,7.5,10.0,7.5,7.56,5.0,10.0
ALUNO-672,2020,0,1,M,Ametista,7.71,9.0,9.6,6.25,4.5,7.81,7.92,10.0,9.0
ALUNO-676,2020,0,5,A,Quartzo,3.93,4.58,1.9,3.75,0.0,8.12,7.0,5.0,16.0
ALUNO-677,2020,0,1,A,Ametista,7.76,9.5,9.1,6.25,9.0,3.44,8.58,5.0,10.0
ALUNO-678,2020,0,2,F,Quartzo,4.72,0.0,4.5,7.5,0.0,7.5,6.61,10.0,10.0
ALUNO-680,2020,0,7,B,Ágata,7.08,7.5,7.6,5.62,6.5,6.72,6.38,10.0,17.0
ALUNO-681,2020,0,2,H,Quartzo,5.65,8.0,7.9,5.0,1.25,4.69,7.75,5.0,13.0
ALUNO-682,2020,0,1,A,Ametista,8.14,9.0,9.6,7.5,9.0,7.19,7.75,5.0,10.0
ALUNO-683,2020,0,0,G,Ametista,7.3,6.92,9.8,5.0,10.0,2.5,7.0,5.0,10.0
ALUNO-684,2020,0,1,R,Ametista,7.87,10.0,8.1,7.5,9.5,5.42,7.78,5.0,12.0
ALUNO-685,2020,0,0,F,Ametista,7.73,8.5,9.9,7.5,9.5,2.5,5.0,10.0,8.0
ALUNO-686,2020,0,0,D,Ametista,7.77,10.0,8.6,5.0,9.0,7.81,7.33,5.0,11.0
ALUNO-688,2020,0,7,B,Ágata,6.89,6.25,7.6,5.62,4.67,7.03,7.75,10.0,17.0
ALUNO-689,2020,1,2,B,Ametista,7.78,9.0,9.3,5.0,5.5,5.0,9.58,10.0,11.0
ALUNO-691,2020,0,1,C,Ametista,7.69,7.0,9.2,6.25,9.0,7.29,7.5,5.0,11.0
ALUNO-693,2020,0,0,H,Ametista,8.25,8.5,10.0,7.5,10.0,2.5,7.0,10.0,8.0
ALUNO-695,2020,0,0,C,Topázio,8.63,9.0,10.0,7.5,9.0,7.81,7.0,10.0,8.0
ALUNO-696,2020,1,2,G,Ametista,7.78,7.5,9.6,7.5,6.5,7.92,8.83,5.0,12.0
ALUNO-698,2020,0,5,B,Ágata,7.01,7.08,8.8,5.62,5.33,8.33,7.89,5.0,16.0
ALUNO-699,2020,0,2,P,Ágata,6.79,9.0,4.7,7.5,6.5,7.92,8.06,5.0,12.0
ALUNO-700,2020,0,2,F,Ágata,6.97,9.0,6.9,7.5,4.5,7.92,6.22,10.0,11.0
ALUNO-702,2020,0,1,E,Topázio,8.82,8.5,9.5,7.5,10.0,7.29,7.94,10.0,9.0
ALUNO-703,2020,0,2,D,Ametista,8.34,8.5,9.9,7.5,9.5,8.44,7.58,5.0,13.0
ALUNO-704,2020,0,2,D,Ametista,7.59,9.0,9.7,7.5,3.5,7.5,7.75,10.0,11.0
ALUNO-707,2020,0,2,C,Ametista,7.79,9.0,8.7,7.5,8.0,7.71,7.67,5.0,14.0
ALUNO-708,2020,0,1,H,Ametista,8.0,8.5,8.1,7.5,10.0,7.29,7.78,5.0,10.0
ALUNO-710,2020,0,2,B,Ametista,8.43,9.5,8.2,6.25,9.0,7.5,8.33,10.0,10.0
ALUNO-712,2020,0,1,B,Ametista,7.59,8.5,8.6,7.5,7.5,7.19,7.75,5.0,11.0
ALUNO-713,2020,0,2,J,Quartzo,6.07,5.83,6.8,7.5,1.5,5.62,7.56,10.0,11.0
ALUNO-714,2020,0,7,A,Quartzo,5.55,7.5,2.7,4.38,4.5,6.56,6.33,10.0,16.0
ALUNO-716,2020,0,2,G,Ametista,7.71,9.0,9.9,7.5,3.5,8.12,7.83,10.0,9.0
ALUNO-718,2020,0,2,N,Quartzo,5.55,9.0,7.4,4.38,0.0,7.29,7.5,5.0,14.0
ALUNO-719,2020,0,2,F,Quartzo,5.69,8.0,5.4,4.38,1.5,7.71,6.5,10.0,10.0
ALUNO-720,2020,0,5,L,Ágata,6.33,6.25,7.3,6.25,4.0,7.71,7.72,5.0,17.0
ALUNO-721,2020,0,1,G,Quartzo,5.66,7.5,7.3,5.0,4.0,2.5,7.0,5.0,12.0
ALUNO-724,2020,0,2,R,Ametista,7.86,6.92,9.4,7.5,6.0,7.29,8.06,10.0,11.0
ALUNO-725,2020,0,2,M,Ágata,6.73,9.0,3.3,5.0,7.0,6.88,7.92,10.0,11.0
ALUNO-731,2020,0,5,L,Ágata,6.44,9.17,7.8,3.12,4.33,7.71,7.56,5.0,17.0
ALUNO-732,2020,0,4,L,Ametista,7.85,7.92,7.0,7.5,7.67,8.54,7.61,10.0,14.0
ALUNO-733,2020,0,2,M,Ágata,7.04,8.5,7.9,8.12,2.5,7.19,7.92,10.0,11.0
ALUNO-737,2020,0,2,N,Ametista,8.07,8.5,9.6,7.5,6.5,7.5,7.5,10.0,11.0
ALUNO-738,2020,0,2,R,Ametista,7.46,7.5,9.0,6.88,6.0,8.54,8.33,5.0,12.0
ALUNO-739,2020,1,3,A,Topázio,8.7,10.0,7.3,10.0,8.33,8.44,8.67,10.0,13.0
ALUNO-740,2020,0,0,D,Ametista,7.94,8.0,9.4,8.12,10.0,7.81,5.83,5.0,10.0
ALUNO-743,2020,0,0,H,Ametista,7.99,9.0,9.8,5.0,10.0,2.5,6.92,10.0,8.0
ALUNO-744,2020,0,6,C,Quartzo,5.08,5.42,4.6,5.0,2.67,6.72,7.04,5.0,17.0
ALUNO-745,2020,0,4,L,Quartzo,5.96,8.75,5.7,7.5,2.0,8.12,7.39,5.0,15.0
ALUNO-746,2020,1,2,F,Topázio,8.89,9.0,9.1,7.5,9.0,8.54,8.83,10.0,10.0
ALUNO-747,2020,0,3,B,Ametista,8.15,7.92,9.1,5.62,8.0,7.97,7.92,10.0,13.0
ALUNO-749,2020,0,4,L,Ágata,6.5,9.58,3.7,7.5,5.33,8.54,5.67,10.0,14.0
ALUNO-750,2020,0,4,B,Quartzo,5.55,9.58,6.4,6.88,0.0,8.12,6.56,5.0,16.0
ALUNO-753,2020,0,3,E,Ágata,6.49,7.92,6.6,7.5,2.33,8.12,6.72,10.0,12.0
ALUNO-755,2020,0,3,L,Ametista,7.74,7.92,7.5,5.0,8.0,8.44,7.5,10.0,13.0
ALUNO-756,2020,0,2,B,Ametista,7.43,9.0,8.9,7.5,9.0,4.38,6.33,5.0,14.0
ALUNO-757,2020,0,3,A,Ágata,6.24,5.42,4.3,7.5,4.67,7.97,6.79,10.0,13.0
ALUNO-758,2020,0,2,L,Ametista,7.44,9.0,7.5,7.5,4.25,7.92,8.22,10.0,11.0
ALUNO-760,2020,0,0,G,Topázio,8.64,9.0,9.8,7.5,10.0,7.81,6.25,10.0,7.0
ALUNO-766,2020,0,4,B,Ágata,6.82,8.75,7.4,7.5,3.67,8.75,8.06,5.0,15.0
ALUNO-767,2020,0,3,L,Ágata,7.1,9.17,5.0,7.5,7.0,7.97,6.17,10.0,13.0
ALUNO-768,2020,1,3,G,Ametista,7.73,7.92,9.9,4.38,7.67,7.29,8.78,5.0,14.0
ALUNO-773,2020,1,2,E,Ametista,7.85,9.0,5.6,7.5,9.5,8.96,8.94,5.0,12.0
ALUNO-776,2020,0,3,R,Quartzo,5.59,9.17,5.2,7.5,1.67,7.29,6.61,5.0,14.0
ALUNO-777,2020,0,1,D,Ágata,7.01,8.0,7.8,5.0,7.25,7.19,7.42,5.0,13.0
ALUNO-779,2020,0,6,C,Ágata,6.48,8.75,3.9,7.5,4.0,7.5,7.62,10.0,16.0
ALUNO-780,2020,0,3,M,Ametista,8.1,9.17,8.2,7.5,8.33,7.97,6.67,10.0,12.0
ALUNO-782,2020,1,5,B,Ametista,8.44,8.75,8.7,9.38,5.67,9.17,9.17,10.0,14.0
ALUNO-783,2020,0,1,M,Ágata,7.0,8.5,8.0,7.5,4.5,8.12,7.92,5.0,11.0
ALUNO-785,2020,0,2,B,Topázio,8.81,10.0,9.5,7.5,9.0,8.12,7.75,10.0,11.0
ALUNO-786,2020,0,5,F,Quartzo,5.07,7.5,1.9,7.5,3.0,7.19,6.83,5.0,16.0
ALUNO-789,2020,0,4,L,Quartzo,4.68,9.58,2.8,7.5,0.0,7.92,5.61,5.0,15.0
ALUNO-790,2020,1,3,C,Topázio,9.2,10.0,8.9,7.5,8.67,9.79,9.78,10.0,13.0
ALUNO-792,2020,0,1,G,Ametista,7.78,9.0,8.5,4.38,10.0,8.12,7.17,5.0,11.0
ALUNO-793,2020,0,0,E,Ametista,8.12,6.83,10.0,7.5,10.0,7.19,7.33,5.0,9.0
ALUNO-794,2020,1,2,L,Ametista,8.28,9.0,9.6,6.25,6.5,7.92,8.72,10.0,11.0
ALUNO-795,2020,0,2,D,Ametista,7.97,10.0,9.7,7.5,7.0,7.81,8.0,5.0,12.0
ALUNO-796,2020,0,3,B,Topázio,8.62,9.17,9.8,7.5,8.33,7.97,7.63,10.0,13.0
ALUNO-797,2020,0,1,R,Ágata,6.86,9.5,6.8,4.38,6.5,6.88,8.11,5.0,12.0
ALUNO-803,2020,0,0,G,Ágata,6.98,9.0,10.0,5.62,7.0,2.5,4.33,10.0,7.0
ALUNO-807,2020,0,0,E,Ametista,8.09,8.5,10.0,6.25,9.0,2.5,7.83,10.0,8.0
ALUNO-811,2020,0,2,B,Ametista,8.2,8.0,7.4,7.5,9.0,7.5,8.08,10.0,11.0
ALUNO-813,2020,0,1,F,Ametista,8.39,8.0,7.6,7.5,10.0,7.19,8.0,10.0,9.0
ALUNO-814,2020,0,1,E,Ágata,6.86,7.92,9.4,5.62,3.75,7.92,7.94,5.0,11.0
ALUNO-817,2020,0,2,B,Ametista,8.34,10.0,9.5,7.5,7.0,6.25,8.33,10.0,10.0
ALUNO-820,2020,1,4,B,Ametista,8.33,7.08,8.3,5.0,9.0,8.75,8.94,10.0,14.0
ALUNO-821,2020,0,1,R,Ágata,7.12,8.5,6.5,5.0,9.0,7.29,7.22,5.0,12.0
ALUNO-823,2020,0,1,N,Ametista,8.45,9.0,9.4,8.12,9.5,7.92,8.33,5.0,10.0
ALUNO-824,2020,0,1,N,Ametista,7.75,9.5,8.0,6.25,9.5,6.88,7.44,5.0,10.0
ALUNO-825,2020,0,3,A,Quartzo,5.73,7.5,4.5,3.75,4.67,6.72,5.5,10.0,13.0
ALUNO-826,2020,0,2,L,Ágata,6.38,8.0,6.1,7.5,3.5,6.67,6.22,10.0,11.0
ALUNO-828,2020,1,4,L,Ametista,7.5,7.92,8.2,5.62,7.0,8.54,8.78,5.0,15.0
ALUNO-829,2020,0,3,F,Ágata,6.51,9.58,8.2,7.5,0.0,7.71,6.94,10.0,12.0
ALUNO-830,2020,1,4,B,Topázio,9.1,9.58,10.0,10.0,7.0,8.96,9.22,10.0,13.0
ALUNO-831,2020,0,0,H,Ametista,7.89,9.0,10.0,7.5,8.5,6.56,6.92,5.0,11.0
ALUNO-835,2020,0,2,M,Quartzo,5.03,0.0,7.9,3.12,0.0,6.56,7.42,10.0,11.0
ALUNO-837,2020,0,6,A,Quartzo,4.05,0.0,3.4,5.0,0.0,6.41,6.12,10.0,16.0
ALUNO-838,2020,0,5,B,Ametista,7.91,8.33,8.4,5.0,7.33,8.33,8.0,10.0,15.0
ALUNO-840,2020,0,0,E,Ametista,7.49,9.0,10.0,4.38,10.0,2.5,4.5,10.0,8.0
ALUNO-842,2020,0,4,L,Quartzo,4.6,9.58,3.9,4.38,0.0,5.83,4.22,10.0,14.0
ALUNO-846,2020,0,7,B,Ágata,6.99,7.08,6.4,5.62,6.17,6.88,7.58,10.0,17.0
ALUNO-848,2020,0,2,M,Ametista,7.43,9.5,8.3,6.88,7.0,7.19,7.58,5.0,12.0
ALUNO-849,2020,0,1,J,Ametista,7.86,7.92,8.6,7.5,9.0,7.29,7.83,5.0,10.0
ALUNO-850,2020,0,3,B,Ametista,8.19,9.17,9.7,7.5,6.67,7.97,7.25,10.0,12.0
